4|11245|3050|2421|
5|11394|4085|2152|
6|4252|942|2261|
7|5248|2245|2620|
12|10727|3742|2475|
15|3046|90|2398|
19|2896|3997|2636|
24|4887|2280|2235|
28|121|1155|2224|
29|8005|1722|2400|
34|7523|805|2724|
39|6992|3194|2645|
42|5706|3637|2673|
43|10411|3714|2670|
46|10088|2061|2313|
47|2284|1320|2154|
50|9889|1491|2718|
55|4792|2826|2424|
59|10821|880|2638|
64|9552|4498|2147|
66|7030|2312|2598|
69|5181|2417|2154|
70|9093|2010|2291|
75|10518|4293|2381|
77|9042|1941|2556|
79|586|4338|2539|
84|1203|1992|2159|
85|812|1710|2400|
89|741|2458|2707|
93|3114|2274|2407|
94|3127|4667|2485|
99|6035|3636|2343|
103|2449|3282|2506|
104|6211|972|2448|
109|1752|731|2437|
113|10135|2324|2746|
116|2076|1216|2286|
118|1974|296|2709|
119|738|4572|2392|
123|3649|4493|2579|
125|159|2037|2552|
128|8630|190|2150|
130|6575|4354|2501|
134|1948|2530|2495|
138|10790|3584|2716|
141|85|3584|2660|
146|375|459|2257|
147|4889|4570|2410|
152|98|1998|2409|
154|8078|3601|2432|
156|6027|4683|2180|
159|3216|2443|2179|
162|1555|2846|2338|
166|4136|3349|2732|
171|3847|2068|2328|
174|8719|648|2677|
176|2260|1163|2578|
180|6697|2110|2326|
185|10416|383|2604|
189|1890|725|2294|
190|6166|2077|2403|
194|3350|578|2366|
197|8057|1462|2247|
201|6411|3715|2525|
206|8981|4667|2550|
210|2173|3413|2648|
212|2569|3567|2196|
214|5625|3608|2346|
219|10914|3129|2539|
222|4460|2298|2356|
224|3953|2096|2679|
228|3359|2101|2626|
232|7011|1282|2279|
236|7510|529|2384|
241|2251|3607|2429|
242|4692|2995|2462|
245|1350|4690|2557|
249|4952|4620|2172|
254|3555|451|2202|
256|3263|1522|2396|
261|2063|3840|2236|
262|9843|3462|2376|
263|9577|99|2392|
267|5206|4551|2273|
269|194|1282|2246|
272|3117|3399|2196|
273|6828|1974|2363|
277|8013|624|2637|
282|1446|2501|2458|
283|4285|3479|2580|
284|6661|3657|2227|
289|3033|1088|2436|
292|8989|2513|2430|
294|9144|1981|2376|
298|3874|526|2734|
299|602|3223|2312|
304|1130|4245|2352|
306|5665|3483|2394|
308|10889|3629|2573|
309|4114|3050|2542|
312|6955|365|2740|
316|1740|2888|2709|
317|4741|4581|2157|
322|6520|711|2696|
326|5372|3765|2538|
327|11326|2519|2211|
328|2040|2331|2235|
332|8178|1142|2418|
336|782|567|2624|
337|9335|3689|2311|
341|10612|618|2641|
345|1545|3474|2333|
346|2072|3041|2339|
350|3630|3796|2322|
354|11008|2731|2157|
359|2288|3260|2382|
363|2278|2279|2519|
366|1664|1076|2631|
370|1829|2298|2671|
374|5941|1789|2216|
375|4618|1147|2164|
380|4696|3136|2299|
383|8816|4655|2160|
388|9055|2435|2557|
392|8153|4290|2573|
395|1031|477|2550|
396|3453|3135|2582|
398|5877|326|2473|
401|9464|2701|2277|
406|3401|3210|2300|
408|7982|4531|2253|
411|1953|1600|2721|
412|2702|1151|2291|
413|2523|517|2323|
418|10255|39|2433|
420|8263|2407|2661|
421|11336|4616|2679|
426|10442|979|2280|
428|6352|1977|2560|
430|3155|769|2708|
433|7493|3106|2539|
435|520|1992|2506|
439|3561|2799|2388|
440|4849|3816|2516|
443|3356|3050|2302|
446|289|2011|2259|
