4|3754|9592|
7|4695|8570|
8|5168|8845|
11|5542|8136|
15|5648|6846|
16|4726|5469|
21|5621|6885|
26|3093|3178|
31|3685|8336|
35|4058|9538|
36|3915|6223|
41|4634|3550|
43|4587|9993|
45|3294|10814|
47|5177|10294|
49|4964|9150|
53|4827|8041|
56|3304|10995|
57|3185|5261|
62|3651|10555|
67|3573|3242|
72|5106|3383|
77|4498|6157|
79|3460|7003|
82|5177|8893|
85|4881|7199|
89|3059|9186|
91|4613|3429|
96|4593|4331|
98|4414|4740|
103|3879|7604|
104|3743|9465|
107|3034|4236|
109|4837|4203|
113|4650|5853|
115|5151|6474|
116|5296|10448|
121|4706|7703|
125|4001|9116|
129|4507|9933|
130|2941|9860|
135|3588|11002|
137|4620|3509|
139|2992|5488|
144|4127|8007|
147|4405|8026|
152|2907|10696|
157|3637|9410|
159|5072|8055|
163|5257|9521|
168|3061|8451|
170|4193|10060|
173|5706|5244|
177|3530|8215|
182|2907|8549|
186|5597|9195|
191|4542|9915|
194|5589|6685|
195|3574|3153|
200|4275|9443|
203|3657|4930|
204|4982|8219|
209|5012|6592|
212|4107|8643|
216|3686|5095|
220|5028|3879|
225|4253|10093|
227|4453|9028|
231|3801|9687|
236|3047|7565|
241|5003|4032|
246|5056|9478|
247|5531|5989|
252|4886|6945|
254|4215|9815|
259|3688|8396|
261|5366|10645|
264|3348|8758|
269|3543|6381|
270|3400|7696|
275|3264|3456|
277|5033|5268|
278|5260|7461|
280|3149|4011|
284|4704|10119|
286|4252|7178|
289|3733|4023|
294|3525|10827|
299|5160|6910|
300|3846|4787|
303|5405|3189|
306|4959|7309|
309|4797|8049|
314|5675|4043|
316|5197|9016|
317|4545|11001|
319|4838|3594|
320|2937|5437|
323|3966|9871|
325|3092|4826|
330|4105|8586|
331|3935|9267|
332|4300|9664|
333|4606|10647|
336|5056|7743|
339|3509|7017|
341|3016|4053|
346|5086|6291|
351|5023|8914|
356|3643|9080|
359|5546|9912|
363|3971|9482|
368|3303|8816|
370|3378|10066|
371|4347|6000|
374|5043|6255|
375|3331|7488|
378|4124|8802|
382|5159|6206|
384|5230|3684|
389|3852|4944|
392|4537|7611|
396|3172|9108|
399|3101|7712|
402|3507|8606|
405|3241|6396|
407|3104|9575|
408|5452|4166|
410|5681|9480|
415|4429|9309|
418|2976|5975|
423|3208|5812|
427|3196|5218|
431|4931|3911|
433|4111|6253|
434|3277|7762|
435|5651|9679|
438|5363|10561|
443|3200|10983|
445|5241|7602|
449|3313|6456|
452|3055|10360|
454|3033|8296|
456|5353|10912|
460|3673|8777|
464|4740|9946|
468|3621|7783|
473|3925|10994|
478|5630|3962|
482|5302|5398|
483|5420|7452|
486|4922|8278|
489|4028|8608|
490|5276|9790|
493|4193|6679|
496|3339|7409|
501|4309|5685|
502|3047|8747|
503|3335|10422|
504|5081|4886|
509|5044|10854|
511|5574|6128|
514|4312|4600|
516|3920|4209|
518|3137|8245|
520|3056|7687|
524|4837|9260|
529|3077|4234|
531|4956|7371|
