1|2739|2406|
3|6016|872|
7|2785|1186|
12|10824|3337|
13|9072|3472|
15|3663|48|
20|7483|4192|
22|7599|28|
25|8919|1875|
29|2807|3560|
32|6173|1835|
37|4390|2110|
41|6097|1000|
46|938|4234|
50|2525|328|
54|8947|1455|
55|10642|1264|
58|11254|3725|
61|4692|2106|
65|6760|2892|
70|2621|944|
71|10219|1183|
74|4548|4086|
76|3146|2032|
79|4172|4602|
80|2811|4042|
83|3840|1405|
88|10733|3490|
89|6892|4042|
94|9039|4581|
98|8449|1992|
99|1740|464|
101|486|1206|
102|3931|3126|
103|8284|2941|
108|2145|517|
113|1873|1199|
114|7637|803|
119|7436|908|
121|6361|2010|
123|2930|477|
125|7532|3474|
128|10838|3251|
129|4377|3682|
130|705|875|
133|418|3222|
138|11313|1909|
142|7904|492|
146|5525|472|
147|4589|4192|
151|9363|2079|
156|2121|2576|
160|1468|2462|
165|1686|293|
167|6180|2093|
170|8649|1945|
171|5704|684|
175|7127|1629|
176|4662|1804|
179|7338|2750|
184|3734|2706|
188|396|514|
189|1829|2642|
191|9425|3667|
196|11070|1804|
197|2355|2880|
200|6611|2017|
202|7068|3941|
205|9365|122|
207|9190|809|
208|5245|4488|
209|4993|1315|
210|4735|598|
213|1783|218|
218|11019|875|
220|6253|2133|
222|11375|1167|
227|7853|1799|
229|8441|514|
234|2133|966|
238|449|4230|
240|1950|436|
242|4759|3685|
245|6187|4635|
246|3908|1422|
250|9245|1137|
253|2694|4245|
254|6988|394|
258|7715|2193|
259|9760|436|
260|979|942|
261|1756|4546|
262|8441|206|
264|8781|80|
267|5130|3252|
271|10594|3389|
276|1404|1169|
278|918|552|
283|5156|1835|
285|3069|1508|
286|2379|1142|
290|9790|4423|
294|6661|4089|
295|6760|2005|
297|5126|913|
302|5522|3146|
307|1950|3618|
309|4719|153|
311|7048|2310|
315|11216|1623|
320|7092|2505|
321|561|711|
326|738|1667|
331|10910|1730|
333|10884|2321|
336|6238|4465|
340|3602|3472|
343|9989|361|
346|4985|2617|
348|1257|3398|
352|11289|2784|
357|77|1435|
361|8078|3106|
362|10328|4229|
365|9160|4345|
368|8868|642|
372|4572|2917|
375|6171|2837|
376|5877|1551|
377|5077|2077|
381|7989|967|
382|2475|1817|
383|7393|2029|
384|9632|3846|
385|3911|186|
387|11129|4327|
388|10372|1632|
389|552|3461|
391|8892|19|
393|9796|4085|
394|3767|3685|
395|8143|1126|
397|4884|2485|
400|2218|1043|
402|4585|2167|
407|6590|1043|
412|203|4686|
414|9137|814|
417|7568|3646|
419|7724|1673|
423|3116|301|
427|1216|2537|
428|3487|288|
433|1974|1508|
434|7563|1428|
437|6958|2346|
438|2899|3217|
441|10919|3791|
445|11270|4161|
449|7452|1277|
450|4265|960|
455|3170|1407|
459|16|1809|
463|6600|2402|
467|6203|551|
472|8178|3344|
475|4247|3367|
480|4088|619|
483|7925|1985|
487|7174|3747|
491|2543|11|
492|7032|946|
493|8579|4588|
498|6273|1325|
502|10257|2462|
505|8347|4465|
510|5119|1851|
514|6027|4517|
518|5699|612|
520|6861|3461|
522|8097|1043|
524|8153|2674|
526|5132|3332|
529|10121|2570|
534|10817|3146|
536|2939|3513|
540|10839|53|
545|684|1992|
546|10495|296|
550|1862|2441|
555|2942|153|
558|5017|3300|
560|5719|843|
562|10975|1123|
567|10667|1635|
569|3583|296|
570|8250|155|
575|3706|4161|
580|8708|622|
583|10138|1617|
585|3109|1233|
586|5160|3996|
