5|11375|4063|10117|
7|6575|4437|10133|
10|7310|770|10930|
11|4119|1120|9846|
16|2879|3829|10331|
19|2548|1802|9426|
21|4849|1024|10334|
23|7111|80|10406|
24|6997|4429|10949|
27|9796|4506|9554|
29|765|2156|9752|
33|1464|4097|9953|
36|9729|1678|10489|
41|5419|2879|10533|
42|2107|3698|10047|
45|11226|3218|10812|
49|2712|4183|10669|
53|1626|3374|9497|
58|5546|1462|10839|
60|4555|487|10858|
65|4078|666|9555|
69|325|526|10752|
73|9195|2958|10909|
78|460|3626|10151|
83|6624|3330|10826|
86|10674|2230|10816|
89|10247|394|10012|
94|5008|3205|10940|
95|10964|4548|10762|
98|11304|880|10925|
102|7776|2851|9863|
103|4326|2537|10151|
107|11289|3855|9872|
111|1729|2397|9465|
112|10816|1981|10108|
116|2031|558|10751|
121|10219|2674|10085|
124|1803|1893|10882|
126|6030|3198|10817|
129|1046|3967|9906|
134|9160|1971|10295|
139|11146|3012|9662|
140|5711|4030|9595|
144|4794|2948|10157|
149|9969|2032|9803|
154|8733|3472|10247|
155|8587|2691|9402|
158|8604|2629|9832|
159|7098|2837|9749|
162|2462|706|9349|
164|3916|3830|9674|
169|6537|2701|10092|
171|116|120|10673|
173|4422|4111|9631|
178|3188|618|10407|
180|5546|2665|10646|
181|11051|336|9655|
182|9911|2428|9787|
187|4653|2552|9675|
192|1880|386|10499|
193|8065|1906|10828|
196|6388|2434|10265|
197|9636|4409|10922|
199|10589|2559|9358|
202|6578|229|9822|
205|1916|3061|10535|
210|6145|4213|10056|
214|2414|2499|9500|
217|2935|908|10011|
222|1611|3442|10683|
223|6184|1053|10653|
228|9546|7|10144|
229|8948|1211|10869|
233|8754|2145|9610|
238|10650|218|9311|
240|4315|2208|9970|
245|1236|3194|9956|
250|7943|3462|10377|
253|7111|563|9338|
258|1735|3880|10407|
262|11004|1992|9841|
264|4594|780|9637|
269|6436|3786|10746|
272|7223|2230|10838|
273|3564|3304|9690|
275|4167|1953|10709|
277|9818|3851|9657|
279|4420|4058|10916|
283|9654|2121|10682|
287|8587|4527|10726|
292|9181|642|9525|
294|8957|2065|10162|
299|5012|3132|10316|
303|10499|1632|10505|
305|375|1042|9305|
310|696|1505|9807|
315|2242|2846|10453|
318|11021|1190|10448|
321|10528|1407|9570|
326|3427|1206|9355|
330|6105|2133|10816|
335|8445|2530|9961|
340|2238|2660|10255|
344|11114|2859|9515|
347|7476|1091|10296|
351|697|2931|10131|
356|2005|4313|9983|
360|9003|4089|9845|
363|6893|3301|10320|
365|11118|2945|9508|
368|5196|2434|10346|
369|7040|70|10404|
374|6478|461|10947|
377|10817|2840|10215|
382|5411|4356|9375|
384|8882|2108|9450|
385|4101|3420|10684|
386|7300|3583|10815|
388|1132|4448|9433|
391|6106|1290|10349|
394|4746|928|9344|
397|2053|318|10002|
399|7670|2303|10462|
401|3025|4304|10246|
403|3795|2803|10600|
406|1953|4092|9464|
411|8313|1917|10004|
416|7419|2936|10827|
418|438|2368|9576|
422|2725|3483|10728|
426|10767|2052|10448|
428|1177|1067|9662|
432|6498|2846|9448|
434|852|1061|10515|
437|3963|1276|10087|
440|1402|1491|10359|
444|10952|3373|10123|
445|10283|2052|10683|
449|4394|3249|9884|
450|1493|4195|9530|
454|9621|498|10146|
457|9375|497|10884|
459|8416|2177|10275|
462|278|2794|10623|
