5|3811|2958|2930|
7|5321|1261|3422|
10|9006|229|4420|
11|3783|4624|7309|
13|3334|492|5509|
18|8576|3311|5397|
22|9823|3457|4199|
26|10278|4038|7321|
29|2145|3091|3927|
34|7481|1773|7147|
35|4576|2722|4777|
37|6092|116|6193|
40|4927|649|7472|
44|7848|1988|4153|
47|10239|2571|6232|
52|11270|4163|3842|
55|6080|2590|4008|
59|4959|1|2932|
60|3188|2165|3347|
65|5887|4190|4715|
70|1205|3771|6886|
74|3325|1926|5269|
77|4543|3770|7432|
78|3985|4027|2836|
80|747|662|5791|
81|799|3817|7589|
84|10243|3702|2748|
86|8477|1998|7087|
89|1266|428|7007|
93|3952|1032|3470|
97|9833|3657|3763|
99|5196|880|7447|
101|7956|2655|4398|
105|10518|976|6814|
109|2278|1090|6531|
111|5864|979|5123|
114|5621|886|4223|
118|10576|706|5633|
120|5909|3963|4037|
125|2174|1737|6995|
127|10147|2634|7619|
132|8925|910|7799|
136|1926|3111|7222|
137|10562|3647|3127|
140|2903|1216|4078|
143|5925|551|4142|
144|3654|2252|7001|
147|6968|4143|5365|
149|4729|2779|5882|
154|4585|2274|6807|
157|8263|1183|3517|
159|7324|3174|5110|
161|10884|2739|4143|
166|3867|4018|5826|
169|6414|1799|5616|
173|8963|872|5533|
174|3236|2620|3621|
179|8738|4207|5753|
181|2368|2655|5055|
184|1736|4630|5765|
185|9425|3163|7089|
190|10436|910|3299|
191|8876|2311|2878|
194|4478|4555|4022|
199|9945|4086|4113|
203|9224|725|2847|
208|11327|1765|6130|
210|7392|526|2692|
211|107|1505|2764|
214|3213|4064|5600|
217|8160|343|7817|
222|4688|4475|7085|
227|8219|1954|5555|
231|11216|3915|7136|
234|10717|482|4482|
239|7142|3030|5869|
244|227|1818|5651|
245|1203|2324|5160|
247|6567|19|5082|
249|8579|3431|5147|
254|1118|1053|3933|
259|1280|3508|4773|
260|7602|1635|7044|
263|1236|2252|3166|
264|3165|3880|6251|
266|1740|3337|4579|
269|6498|2273|5325|
270|884|1408|7141|
275|1876|122|3716|
278|5077|1581|6345|
282|11336|2204|4302|
284|10939|2348|3860|
287|177|2552|4426|
290|1233|1642|3252|
293|5324|3747|2824|
294|2552|1964|5372|
295|4218|3982|3449|
297|8498|3574|6096|
300|2288|706|7464|
301|363|15|6556|
304|11379|1875|5589|
306|9596|1177|6074|
309|8882|2701|5721|
311|2615|1733|6592|
312|866|2279|5892|
313|8989|3272|5873|
314|10243|3035|6325|
318|9837|1408|6352|
321|11142|3486|3317|
324|8621|2221|4619|
328|2014|1273|3513|
330|10669|455|3663|
332|9084|1891|3649|
335|9055|2133|7018|
339|4842|3702|3107|
342|8827|810|5780|
344|195|4125|5262|
348|8812|3667|6482|
352|2221|3163|3063|
353|5719|2822|3882|
355|7914|789|4613|
359|246|3170|2765|
361|10717|2488|5025|
365|5448|3490|6017|
368|2060|2829|6365|
369|4751|629|4610|
373|9979|3399|5948|
377|7209|3593|6998|
382|408|913|6086|
384|2823|3349|6202|
389|7150|4256|5436|
392|7046|1943|6857|
397|11171|3954|5004|
398|11346|571|4029|
399|1031|2826|4517|
402|570|2106|5752|
403|9498|1487|7663|
405|6211|2120|3701|
408|10094|122|3271|
413|9993|948|5289|
417|6182|3471|6795|
418|2118|4173|6698|
419|157|116|6601|
420|2370|3540|3490|
422|5273|4322|6654|
425|5273|2718|6011|
428|4353|2106|3886|
431|2370|3806|3029|
433|10701|2234|2941|
435|9452|1435|4401|
438|8263|1206|5257|
443|10590|1420|3721|
445|4263|884|7501|
446|6027|1912|4386|
449|928|1287|2852|
451|7586|2100|4437|
456|1436|2846|5393|
460|2060|190|4076|
461|8703|2003|5661|
464|6266|3120|6756|
467|3052|4546|4662|
469|11240|4111|2732|
472|9834|1174|4127|
477|5181|2255|4421|
481|107|3084|4739|
484|7572|3791|4604|
486|10493|2638|4488|
490|2014|956|6937|
494|3626|3389|3243|
498|4805|985|3230|
501|5516|431|4765|
503|10032|3447|3612|
506|3145|1508|6203|
511|2099|3954|4775|
515|6717|972|6131|
520|9385|4590|6956|
522|4644|1260|3931|
526|6393|1551|7051|
529|3847|223|7746|
531|11028|4588|6871|
535|10645|3147|3951|
536|10899|933|3424|
540|1752|3996|3607|
542|9548|4616|6026|
543|3942|3579|5830|
547|6717|1561|6817|
549|2218|2685|6382|
554|5409|148|3105|
555|5533|1118|7567|
557|2963|942|6372|
559|5973|2076|4595|
561|191|1688|3931|
565|5380|3518|2643|
569|10969|3997|4254|
571|3191|2303|6545|
575|6543|2903|4405|
578|8523|1118|7770|
580|9389|3523|6322|
585|10450|2522|6136|
590|10702|1463|7622|
595|1390|4370|6766|
596|2060|3237|7869|
599|11169|4212|3984|
603|2076|497|3159|
605|961|2871|6646|
606|2939|766|7331|
608|4315|3168|2840|
609|1358|4085|7467|
613|1755|2100|6857|
616|5060|2083|5106|
617|2968|1516|7184|
618|646|2503|3070|
623|9047|1408|7527|
627|4740|4550|3899|
630|4334|1190|4825|
632|203|1795|4860|
637|6418|4550|5130|
642|9269|4042|4786|
645|2128|166|2793|
648|7068|1071|6214|
651|1497|4212|3410|
652|6645|4600|3090|
654|6314|4297|5371|
656|7350|1889|7520|
658|7890|756|6371|
661|3075|1411|3154|
662|7877|1957|3390|
667|6651|2948|3437|
671|1836|1615|6093|
675|5819|2310|7429|
678|7982|1737|3046|
682|10570|4484|2636|
687|10353|3363|6068|
691|5134|2763|5424|
693|7620|3278|7865|
697|4481|3084|7826|
701|5649|2068|3091|
702|7953|3665|7715|
703|7123|3946|6356|
708|3605|3337|6540|
712|4854|2250|7528|
714|7956|4440|3594|
715|8148|214|7253|
720|1320|619|3677|
721|8143|4088|6926|
724|6293|4294|4995|
728|11124|3508|2790|
730|5580|80|7401|
731|10474|2570|5049|
734|10781|2519|5400|
739|8187|233|6427|
742|5350|2660|6141|
747|10395|3251|4979|
748|6180|2892|4075|
749|4989|4072|7669|
753|3562|3420|5953|
758|2359|2970|5210|
759|8937|2837|3948|
764|4810|1906|6501|
768|8981|2931|6530|
769|79|1462|3609|
771|1270|802|3025|
775|2368|436|6247|
776|697|3073|5303|
779|10264|2241|4163|
782|317|3030|3584|
784|765|3390|7816|
787|378|3330|7590|
790|6326|430|7346|
791|7625|333|3211|
793|7729|333|6649|
798|5149|228|7149|
800|9062|2497|2802|
802|1046|2803|7592|
805|5788|2198|7522|
810|2789|2245|7319|
814|10311|4192|6113|
815|7422|1046|4744|
820|5810|1514|7686|
824|8758|4425|5179|
828|1290|942|6486|
831|4350|1436|7027|
832|1203|4085|3514|
836|277|1009|2636|
839|2803|1420|7096|
841|8738|1307|6485|
844|7791|2649|5693|
848|3350|1912|6883|
851|4074|3026|4877|
855|6012|1260|5217|
860|10713|4690|6377|
863|96|380|5983|
867|10171|4333|3003|
872|3885|2088|5015|
877|5298|4597|7837|
879|1703|4033|6190|
882|8190|482|4841|
883|5962|1863|3097|
887|3827|3798|5757|
891|4387|1011|2722|
893|6099|813|3650|
897|1711|532|2751|
902|8219|2779|3342|
904|2082|4083|7716|
909|8331|3717|6723|
911|7147|3041|7448|
913|9067|2057|5789|
918|4161|105|6591|
923|3728|2649|5218|
926|9747|116|3868|
930|10027|1567|7743|
935|8009|1363|6989|
936|1825|648|7358|
937|888|4602|5140|
941|3174|552|5341|
942|9363|3433|5597|
947|5607|3051|3153|
950|3975|4678|5064|
953|8253|1137|7148|
958|1657|4097|7591|
961|5979|3399|3975|
966|8621|2722|4588|
968|9747|2844|3481|
972|4995|2279|4861|
974|2245|517|4135|
977|11052|711|6866|
981|9229|4548|4815|
982|1686|2788|7587|
987|11329|872|6644|
992|5367|2833|6350|
993|2803|4600|3215|
996|1233|3729|4801|
1000|9027|4143|5614|
1004|10327|2810|3161|
1006|3829|4008|7739|
1007|8041|1177|6159|
1009|5748|2718|4394|
1013|5572|3976|5924|
1017|816|1729|5994|
1021|2545|4475|3533|
1023|3769|3152|4418|
1027|9107|4513|3524|
1028|1743|2856|4635|
1029|1102|3654|5779|
1032|10110|2491|6042|
1033|5743|208|5324|
1035|5248|3896|3336|
1036|3206|3811|2734|
1037|3583|1217|2715|
1042|10284|890|4162|
1044|9932|2368|3216|
1048|1381|4192|3397|
1052|1213|983|5643|
1057|4223|2989|2635|
1061|5081|2601|4776|
1065|8349|2088|3721|
1068|11060|884|3548|
1070|5126|3941|3230|
1072|4312|448|2956|
1074|4381|4349|5615|
1077|1972|4018|7093|
1079|7652|1505|3873|
1081|2829|2198|6764|
1086|2098|3491|3362|
1087|8605|3883|3880|
1089|4968|3840|7133|
1094|3583|4417|7572|
1097|4394|3126|6308|
1100|8178|2558|2641|
1102|7819|3155|3199|
1104|9856|4470|5867|
1109|10655|215|3412|
1114|4399|3997|6827|
1119|9724|1610|5495|
1124|4038|2558|3078|
1126|9291|657|5478|
1131|8687|4423|2816|
1132|7724|241|7522|
1135|5010|2499|5818|
1137|3702|1605|6799|
1139|9273|4253|3678|
1144|554|1455|7338|
1148|5810|3389|7821|
1150|7586|1436|2709|
1155|4930|4542|5206|
1157|3025|1954|6675|
1161|8194|1359|4723|
1165|8190|717|5229|
1166|7776|1708|2758|
1167|7002|3264|3400|
1171|11235|2873|4592|
1176|4941|4068|3945|
1181|4045|4565|5760|
1186|11094|1863|5546|
1187|8760|4517|6716|
1191|10517|4605|2744|
1192|8380|706|4659|
1194|5692|3513|7818|
1197|4161|4207|6003|
1199|7231|3711|3172|
1203|10996|2491|6223|
1207|1987|956|3253|
1210|177|2348|5816|
1213|3049|1407|2830|
1218|10518|1912|3486|
1220|8556|4067|5946|
1222|2999|1503|5457|
1226|4227|2144|7281|
1231|1601|513|3507|
1234|956|399|6745|
1237|705|2864|3827|
1239|8640|2093|3803|
1240|8236|1325|5680|
1242|2018|1043|6787|
1245|2632|2822|3015|
1248|7367|4310|7305|
1252|2899|236|3547|
1256|4830|891|4742|
1257|1916|4572|7728|
1258|8194|4092|5268|
1263|2510|711|6141|
1265|1397|4366|4042|
1270|3368|3270|5226|
1271|10697|2784|4391|
1274|10888|967|4311|
1277|2180|4443|2653|
1280|5564|3786|6525|
1283|11330|1012|7317|
1286|4927|757|7621|
1290|3390|2634|7319|
1295|10511|19|2890|
1296|11324|3298|6720|
1298|745|4114|6070|
1300|2090|1254|6734|
1302|7730|3491|4407|
1306|5486|1194|6975|
1311|502|669|6799|
1313|769|2177|4067|
1316|6402|2788|5266|
1320|8938|214|2695|
1321|7814|2734|5079|
1326|6933|619|7384|
1329|1058|2106|7844|
1331|5509|706|3833|
1333|1324|3791|4157|
1338|5265|1354|5350|
1343|6024|3254|3807|
1347|10358|99|4017|
1350|9311|336|5178|
1353|566|529|7756|
1356|2393|3564|3709|
1360|5275|967|3648|
1361|5904|2340|5558|
1363|975|4269|2917|
1364|2968|2788|5070|
1369|11270|80|2935|
1372|8185|4271|5502|
1374|7832|4376|6027|
1377|9982|4141|4856|
1378|5973|1912|4384|
1379|2861|3867|3388|
1383|3517|133|2739|
1386|7776|2924|7190|
1391|3519|3003|6139|
1393|1430|4269|7176|
1397|7073|3386|6036|
1398|1168|23|6727|
1403|1504|3212|5107|
1406|1371|4421|6118|
1408|8390|1012|6269|
1410|9889|3738|6710|
1412|7258|4488|7831|
1413|3224|1629|7479|
1415|11079|176|6780|
1418|10868|3399|7851|
1421|9837|45|7089|
1425|852|3626|4807|
1430|11046|684|4283|
1433|4247|2581|6436|
1434|6666|4583|7392|
1436|6881|3277|5243|
1440|275|552|4996|
1441|906|2769|6273|
1443|8516|2583|5431|
1444|6013|3533|3496|
1445|6758|2441|6411|
1446|3718|1254|7072|
1450|7111|3883|3124|
1454|2869|1307|3547|
1459|786|124|4425|
1464|4093|4033|4018|
1465|884|4362|5559|
1470|7581|1875|4452|
1473|8062|1827|3335|
1476|3612|1589|3020|
1480|1935|4294|3285|
1485|7871|3068|7437|
1487|6200|948|2962|
1488|8147|542|3344|
1491|7742|493|2861|
1495|3209|1405|7276|
1500|6583|1282|2661|
1504|9165|3086|3138|
1505|8131|1526|4150|
1509|6884|1581|4435|
1510|9139|3406|3157|
1514|1509|218|2805|
1516|980|3834|5335|
1519|762|4551|2732|
1522|9923|711|6183|
1523|5631|4207|7340|
1527|11062|2665|5523|
1530|7396|3479|4019|
1535|8754|3386|6347|
1540|1461|4280|5986|
1544|4927|2762|4672|
1549|4881|3958|2767|
1551|5037|1310|6015|
1556|3630|2685|4592|
1558|109|1137|3631|
1559|7250|1859|6529|
1560|2887|1262|6390|
1562|1061|540|6595|
1564|5315|1696|4340|
1565|1880|1561|7497|
1569|2031|3047|3705|
1573|1597|744|7414|
1574|10672|1802|2711|
1579|8523|4260|5302|
1581|4919|103|5634|
1586|7755|3994|2690|
1587|6084|1159|4327|
1588|2334|4690|4685|
1590|9681|3111|3343|
1595|7971|326|3177|
1597|9213|2407|5078|
1598|3431|4333|4315|
1603|10258|470|3243|
1606|6244|833|6549|
1611|8226|749|5723|
1612|10091|757|2731|
1613|6913|1642|7115|
1614|5089|2971|4895|
1617|2355|3386|4127|
1620|9710|2274|3020|
1621|7528|2198|5254|
1623|1855|4202|6760|
1628|10091|2032|5555|
1629|502|669|6932|
1631|212|2311|3535|
1635|10052|2088|2729|
1638|5514|1640|7537|
1642|5033|3958|4242|
1644|5347|3636|7123|
1649|6996|2185|7701|
1654|10980|223|4213|
1656|6686|3290|7409|
1657|3398|3567|5750|
1659|10048|2851|2811|
1664|1953|780|2897|
1665|8342|3560|3652|
1670|8701|4067|5210|
1673|2778|2516|5742|
1676|331|4196|4568|
1677|6583|2849|3269|
1678|2545|1491|5016|
1683|2168|521|4243|
1688|3792|1541|3593|
1690|5856|76|4207|
1695|5080|3318|7060|
1700|1345|4506|7787|
1705|4420|736|2953|
1708|10565|4441|7684|
1711|799|2636|7374|
1715|3017|2841|3843|
1717|4198|3552|6380|
1721|1709|1838|4564|
1723|5971|3155|6843|
1727|9729|3009|6697|
1729|4167|2652|3280|
1733|5564|2206|6263|
1736|2676|1766|6256|
1739|4881|3910|2773|
1740|2675|1688|6880|
1744|6333|2165|5920|
1748|9085|2900|4457|
1749|2523|1420|6720|
1750|6520|103|6948|
1755|7209|3349|5392|
1756|730|133|7748|
1759|11044|229|6196|
1763|1547|3111|6698|
1768|6686|2321|3517|
1772|1333|4470|5828|
1777|9372|1684|3453|
1780|8217|4212|3216|
1783|5881|3510|2917|
1788|10533|2231|6345|
1791|5360|2006|4795|
1792|152|4564|3147|
1796|8122|2774|3875|
1798|7785|3875|3201|
1801|6012|3254|4557|
1804|4456|789|6313|
1806|8811|93|6627|
1811|2992|2913|6902|
1815|1817|28|4458|
1820|5828|1831|5400|
1823|6062|573|7022|
1828|2840|3711|3155|
1832|6673|706|3400|
1837|4365|3245|2939|
1842|10798|3259|5898|
1846|5804|2655|6513|
1848|783|3152|3603|
1853|4896|1000|6617|
1857|738|2642|3270|
1858|6630|3337|2650|
1861|431|3194|5810|
1864|9257|551|4945|
1867|7584|1363|4911|
1871|10234|3150|5408|
1875|5274|3633|4918|
1876|8240|336|3407|
1879|959|3830|5610|
1881|10937|3367|4147|
1885|718|1838|6147|
1887|615|1720|3970|
1892|6161|1334|3364|
1894|6635|1039|5865|
1897|5833|762|4375|
1901|11129|3486|2966|
1906|2811|412|3177|
1908|10713|2599|4504|
1909|1389|4141|7648|
1910|10928|1149|7600|
1914|8288|4114|7748|
1917|11102|1553|5689|
1921|2836|1006|6354|
1924|10714|1056|4164|
1925|956|1009|5793|
1929|6798|233|6057|
1932|2225|4537|6437|
1935|6697|1395|6376|
1937|6812|3786|4237|
