2|11270|
6|5017|
9|751|
11|1397|
14|9404|
16|6266|
17|7755|
18|8609|
22|1876|
23|8535|
28|6332|
32|8964|
37|8247|
42|3446|
46|7311|
48|1125|
50|3178|
53|8502|
54|10257|
58|9328|
63|4889|
68|4698|
70|6889|
74|3968|
76|1389|
81|6767|
84|10234|
85|10493|
90|1130|
95|8485|
96|1748|
101|10195|
103|655|
105|6560|
108|2846|
111|3734|
115|6306|
117|10539|
120|10400|
125|10924|
130|10182|
135|4312|
140|5791|
142|247|
147|1185|
152|6668|
157|803|
162|10370|
165|8765|
169|2974|
171|2301|
175|6258|
179|7410|
181|1046|
182|8109|
183|7712|
187|9467|
192|2744|
193|7472|
196|1740|
198|10395|
201|6786|
202|1084|
203|2372|
204|5251|
208|6030|
209|1690|
210|4113|
213|4208|
217|4585|
222|9153|
223|3437|
225|3685|
230|9596|
233|4198|
237|6715|
240|6910|
242|5795|
244|10385|
247|5251|
249|3122|
251|3225|
254|8548|
255|7006|
256|559|
257|2450|
260|9776|
264|1456|
265|1719|
269|8394|
270|4698|
271|11221|
275|5749|
280|4601|
282|5883|
285|6249|
289|6244|
292|7414|
297|11105|
298|4961|
299|9217|
302|6824|
305|9137|
308|4919|
310|3183|
311|6282|
313|1236|
314|2317|
319|2643|
322|5900|
327|8669|
330|11038|
331|8894|
333|8616|
336|5250|
337|3224|
338|5897|
341|3577|
342|8521|
344|6765|
349|1597|
350|10038|
351|5956|
356|9269|
357|8803|
362|3271|
367|4045|
369|9154|
370|2939|
375|10716|
377|6189|
378|2180|
382|5704|
387|1276|
390|8579|
391|8544|
394|7733|
397|3222|
401|1390|
406|2745|
408|5645|
409|5037|
413|6923|
418|10231|
423|7586|
427|8919|
431|6615|
435|2076|
437|10271|
441|7693|
442|7354|
445|3358|
447|4915|
450|6755|
454|4250|
457|1436|
460|10478|
465|1709|
467|633|
470|6177|
472|1677|
476|8236|
480|220|
483|3209|
488|9596|
491|3140|
492|10603|
497|9774|
499|8250|
502|10255|
504|11196|
507|3473|
510|9072|
511|8955|
512|8288|
514|10848|
517|3945|
518|6773|
520|9067|
522|7616|
524|10879|
529|3583|
533|2276|
534|3202|
539|7347|
540|5819|
542|8404|
546|2714|
549|9823|
552|7609|
553|7483|
555|6070|
560|8560|
565|2691|
566|2916|
568|8490|
571|9626|
573|5073|
574|7836|
576|988|
578|509|
579|5960|
584|2320|
586|7354|
587|7920|
592|1768|
594|11148|
598|284|
600|6546|
602|2195|
604|10911|
609|10551|
610|10247|
614|9102|
616|10436|
620|3953|
622|773|
624|7178|
629|5583|
634|7170|
636|3289|
638|4486|
643|9635|
648|4298|
649|2221|
651|11146|
653|5089|
655|252|
659|3056|
660|975|
663|6760|
664|4639|
665|6743|
666|8|
667|163|
668|2385|
670|11123|
672|6881|
675|827|
677|501|
681|1711|
682|7625|
686|7248|
687|1786|
689|6988|
694|6661|
695|8701|
697|10227|
702|9133|
707|2401|
711|5012|
714|11091|
719|9477|
724|5750|
728|7653|
731|2672|
735|3749|
738|8347|
742|8560|
743|10916|
744|7481|
746|1690|
751|9523|
753|4508|
757|9782|
762|8171|
766|999|
767|6211|
771|3041|
774|2026|
778|6553|
780|6089|
781|5870|
782|10628|
785|1792|
786|4613|
790|9728|
792|408|
794|10016|
797|10411|
801|10650|
806|511|
809|2736|
810|7718|
815|5222|
817|2414|
820|1475|
822|5374|
826|4626|
831|9003|
832|4728|
834|11266|
839|2280|
844|9573|
845|4758|
848|2643|
851|3375|
852|8912|
854|10010|
856|5017|
861|11002|
866|8560|
869|10907|
873|3957|
878|5217|
880|8438|
883|6673|
884|2725|
885|4761|
889|4678|
894|5576|
897|3178|
900|10817|
904|1263|
909|4371|
912|2856|
916|896|
921|3446|
923|7252|
924|3941|
928|35|
929|2628|
932|170|
935|9490|
939|2023|
944|3649|
949|5474|
952|6855|
953|1244|
957|2145|
960|11153|
961|1948|
962|10708|
965|7886|
966|3062|
970|1229|
975|855|
977|7263|
981|9654|
983|7939|
986|6035|
991|10038|
993|672|
996|10863|
1000|5333|
1003|2379|
1005|6012|
1008|1487|
1012|405|
1017|9789|
1019|8528|
1021|10441|
1025|8905|
1026|3952|
1028|1386|
1033|5888|
1037|10853|
1039|9621|
1041|11158|
1043|5719|
1047|1756|
1051|2174|
1054|3911|
1056|6976|
1058|8372|
1063|4854|
1068|1966|
1073|8423|
1076|8457|
1077|9586|
1082|10244|
1084|2174|
1087|5969|
1092|756|
1094|6218|
1095|2422|
1096|9221|
1101|914|
1103|405|
1107|10799|
1110|6132|
1113|5215|
1117|8080|
1120|7664|
1121|5583|
1124|1320|
1125|9498|
1130|9225|
1131|4441|
1132|9602|
1136|6816|
1140|10061|
1145|2823|
1150|2864|
1154|3999|
1155|11394|
1159|6893|
1162|8678|
1166|8219|
1167|3343|
1170|8|
1171|1117|
1173|7079|
1176|10544|
1179|195|
1180|5432|
1183|8567|
1184|9320|
1185|10478|
1189|6821|
1191|2525|
1195|5944|
1200|7503|
1201|4626|
1206|2814|
1207|9828|
1211|1743|
1215|9868|
1218|9186|
1221|6715|
1225|6816|
1229|6679|
1234|6126|
1239|6003|
1244|9181|
1246|11148|
1247|11357|
1249|284|
1252|4794|
1255|11109|
1257|5107|
1259|9069|
1260|3533|
1261|10131|
1264|2482|
1266|9327|
1271|3375|
1276|1538|
1281|5576|
1286|9969|
1291|8421|
1294|10919|
1296|4786|
1298|7554|
1302|1006|
1303|8551|
1308|1728|
1311|8733|
1312|1714|
1314|9631|
1319|3165|
1321|7123|
1325|7068|
1327|7300|
1330|7393|
1334|3522|
1337|4427|
1340|3660|
1343|330|
1348|4673|
1349|7048|
1351|4084|
1352|9204|
1357|2174|
1359|11313|
1360|4152|
1361|6582|
1362|4215|
1367|6314|
1369|559|
1373|6402|
1375|3172|
1376|2332|
1379|6997|
1384|2023|
1386|5448|
1390|7755|
1392|1589|
1393|11304|
1395|8604|
1400|10460|
1402|1695|
1404|6809|
1405|9144|
1408|9790|
1409|9027|
1413|77|
1414|769|
1419|6389|
1420|5419|
1425|6615|
1428|8917|
1433|509|
1437|4553|
1442|10885|
1443|6234|
1444|7235|
1445|8321|
1450|10045|
1452|2339|
1456|10317|
1459|2403|
1461|983|
1465|790|
1466|392|
1471|6333|
1476|5649|
1481|735|
1482|10327|
1487|3398|
1490|1497|
1493|7414|
1497|8717|
1498|1295|
1500|1448|
1503|4706|
1506|5877|
1507|3353|
1509|8733|
1513|10174|
1514|2836|
1515|7616|
1516|1331|
1517|11139|
1519|8776|
1521|2939|
1525|4348|
1530|1239|
1531|2249|
1536|4124|
1540|3375|
1542|3206|
1544|5602|
1547|3977|
1548|8358|
1552|299|
1556|2121|
1558|3655|
1559|10380|
1564|2676|
1569|10803|
1573|1164|
1576|9942|
1577|4213|
1582|427|
1583|6905|
1584|3401|
1588|11129|
1590|10889|
1594|1604|
1599|10809|
1602|4589|
1604|7118|
1606|4852|
1610|5711|
1615|10411|
1620|10157|
1622|8645|
1623|4843|
1627|3598|
1632|11097|
1634|7|
1635|2869|
1636|5041|
1640|10436|
1642|1225|
1644|781|
1645|5380|
1649|10416|
1654|163|
1659|3902|
1662|9751|
1666|3252|
1668|236|
1669|7708|
1671|9664|
1676|3402|
1678|8358|
1682|4534|
1684|10720|
1686|11061|
1690|9959|
1694|4382|
1699|5391|
1702|6273|
1707|5387|
1710|10328|
1712|1255|
1714|4127|
1718|4995|
1722|861|
1724|2339|
1726|9582|
1731|4|
1735|5593|
1739|9586|
1741|8754|
1742|6429|
1744|6293|
1746|10616|
1747|7078|
1752|7102|
1755|8236|
1756|4149|
1761|4508|
1762|5176|
1766|8219|
1768|10565|
1771|9734|
1772|9249|
1776|2517|
1779|1844|
1781|1871|
1783|10937|
1784|1225|
1789|2921|
1791|9506|
1793|7693|
1798|4931|
1800|2833|
1802|11394|
1803|1132|
1807|6881|
1811|1563|
1816|2393|
1820|8171|
1821|7218|
1824|7770|
1829|8091|
1834|1796|
1836|5828|
1838|6056|
1843|5017|
1844|6520|
1846|8023|
1851|9194|
1853|7457|
1855|9320|
1856|9563|
1859|9555|
1864|1221|
1867|4198|
1868|6284|
1873|5645|
1874|1021|
1875|1302|
1877|104|
1882|6170|
1883|2828|
1885|2126|
1888|6003|
1892|2212|
1894|3351|
1899|10924|
1902|31|
1904|9299|
1905|9777|
1907|10837|
1908|8833|
1910|6123|
1915|2851|
1918|4961|
1921|5134|
1925|7079|
1929|9108|
1931|10436|
1936|7781|
1940|10961|
1941|4415|
1944|1591|
1946|5672|
1951|9536|
1953|9673|
1956|11044|
1960|10375|
1964|9137|
1965|6679|
1970|7299|
1973|9383|
1978|1635|
1979|11192|
1984|319|
1987|10234|
1992|8837|
1996|805|
1997|236|
1999|841|
2001|4198|
2004|509|
2009|5130|
2013|10157|
2015|11375|
2017|8579|
2021|8750|
2026|3842|
2028|11057|
2031|7599|
2032|2949|
2034|7982|
2036|6899|
2040|3346|
2044|8449|
2049|4909|
2050|504|
2053|7796|
2056|5894|
2057|8238|
2060|7164|
2065|10816|
2067|1995|
2071|900|
2075|1996|
2080|8241|
2083|5156|
2086|10690|
2087|2536|
2089|10153|
2090|7480|
2092|10168|
2096|4768|
2098|9363|
2100|7392|
2102|1459|
2104|3452|
2109|511|
2114|923|
2117|10928|
2118|8479|
2119|5798|
2122|3503|
2127|7311|
2130|5132|
2131|11187|
2135|6434|
2137|2712|
2138|275|
2139|6393|
2140|1456|
2144|1002|
2149|11008|
2150|4887|
2153|6159|
2155|5847|
2159|4995|
2163|5142|
2165|5310|
2168|11362|
2172|6137|
2174|4698|
2177|2337|
2179|3102|
2184|11319|
2187|7272|
2190|2047|
2194|3933|
2197|9728|
2198|11298|
2203|6266|
2207|2361|
2210|6258|
2211|3431|
2214|767|
2218|4631|
2219|2729|
2222|316|
2226|4403|
2231|11252|
2235|4613|
2240|8728|
2243|241|
2247|6964|
2249|4136|
2250|2691|
2255|9614|
2257|8188|
2262|4889|
2266|57|
2269|3025|
2273|2667|
2274|9690|
2275|11079|
2278|6207|
2283|10740|
2285|3216|
2289|1415|
2293|1862|
2296|8372|
2300|8669|
2305|5285|
2307|2548|
2309|3122|
2313|7142|
2316|10411|
2320|170|
2322|1493|
2327|1328|
2330|8953|
2331|6603|
2336|733|
2338|6619|
2341|10385|
2343|346|
2346|3046|
2348|7961|
2351|7977|
2356|236|
2361|8403|
2364|10502|
2367|8057|
2369|314|
2371|4093|
2373|8071|
2377|10981|
2380|7470|
2385|5992|
2387|5726|
2388|10032|
2391|7765|
2394|8656|
2395|3276|
2397|6171|
2399|10961|
2402|6905|
2403|7581|
2405|9042|
2406|859|
2408|8973|
2411|2899|
2413|2958|
2417|7579|
2419|3660|
2424|7354|
2426|2023|
2429|8444|
2430|6875|
2435|937|
2439|11270|
2443|330|
2448|10674|
2449|3755|
2451|6273|
2452|1951|
2454|96|
2458|456|
2463|11112|
2465|10801|
2468|8967|
2472|10702|
2477|7516|
2481|11379|
2484|1404|
2487|11313|
2492|4084|
2496|888|
2500|359|
2504|10740|
2507|8773|
2508|3617|
2510|11314|
2513|10667|
2516|8937|
2520|10866|
2521|9130|
2524|1520|
2527|10451|
2529|8003|
2534|9806|
2537|10539|
2540|2200|
2545|1306|
2549|9570|
2553|6464|
2554|1552|
2559|8290|
2564|8787|
2568|10085|
2570|7581|
2574|10078|
2578|2523|
2579|9055|
2580|3867|
2582|3346|
2584|10171|
2588|5149|
2590|6315|
2595|2757|
2600|8758|
2601|6132|
2606|6239|
2610|3491|
2615|330|
2617|11267|
2619|1198|
2623|1591|
2626|9951|
2627|747|
2632|3022|
2635|8970|
2639|2807|
2641|1991|
2644|5099|
2646|7602|
2647|1468|
2648|6587|
2650|3811|
2655|1439|
2660|493|
2665|988|
2666|1444|
2668|4729|
2670|8967|
2675|5031|
2678|1664|
2680|9461|
2685|6767|
2690|4909|
2693|8820|
2696|10110|
2697|5755|
2700|1172|
2703|9455|
2708|6009|
2713|4770|
2715|10633|
2716|10990|
2721|9160|
2725|4401|
2728|2005|
2733|5509|
2734|4144|
2736|6137|
2741|9923|
2742|10888|
2743|6366|
2745|8394|
2750|1953|
2752|1963|
2756|3692|
2760|8848|
2763|5938|
2767|7419|
2772|10821|
2773|6262|
2774|7386|
2779|2102|
2784|1180|
2785|10539|
2786|782|
2790|5735|
2791|2547|
2793|8560|
2796|8678|
2797|6964|
2802|460|
2804|1678|
2806|11008|
2807|9383|
2812|11084|
2814|3773|
2816|1195|
2821|1524|
2826|2128|
2829|8052|
2834|2422|
2837|5863|
2841|5519|
2844|6030|
2848|2896|
2853|8414|
2854|8274|
2859|696|
2861|642|
2863|8019|
2868|2548|
2873|10898|
2878|5677|
2882|405|
2885|1117|
2889|9242|
2891|10889|
2895|8141|
2898|375|
2903|1123|
2905|2856|
2909|1204|
2910|2234|
2915|1901|
2920|4218|
2925|2683|
2927|3819|
2932|7045|
2937|5103|
2939|3769|
2942|7299|
2947|4889|
2951|11015|
2956|2604|
2957|744|
2958|10803|
2961|10809|
2965|10594|
2967|7816|
2968|4064|
2970|6725|
2972|7037|
2977|8414|
2980|942|
2984|5583|
2989|2525|
2993|8850|
2998|4218|
3002|1950|
3007|3902|
3008|3626|
3013|10166|
3017|9441|
3020|10102|
3022|6824|
3026|4937|
3028|3467|
3032|5442|
3034|10720|
3038|6434|
3040|744|
3042|10014|
3046|1075|
3050|8203|
3053|2745|
3056|11331|
3059|11310|
3062|1876|
3065|884|
3067|1618|
3069|744|
3071|514|
3074|6065|
3077|275|
3081|7505|
3086|10903|
3089|6537|
3091|434|
3096|9512|
3100|11375|
3103|10434|
3105|8385|
3107|6203|
3111|8899|
3116|696|
3121|11351|
3126|8520|
3131|6335|
3136|402|
3137|3842|
3138|5374|
3139|8321|
3143|1266|
3145|773|
3149|3462|
3150|299|
3154|4623|
3158|4464|
3160|7046|
3163|8803|
3168|5290|
3169|3617|
3170|5606|
3173|5960|
3174|56|
3175|9728|
3176|4088|
3180|6189|
3181|11326|
3184|4415|
3187|662|
3191|6312|
3194|5404|
3197|9548|
3198|4298|
3200|1921|
3201|333|
3205|7890|
3208|733|
3211|320|
3215|11015|
3219|1589|
3222|1377|
3226|7814|
3227|10078|
3228|3097|
3229|10562|
3232|5132|
3236|2405|
3239|5819|
3241|1017|
3244|6370|
3249|6098|
3251|8119|
3254|824|
3259|2293|
3260|8269|
3264|2872|
3268|10856|
3272|594|
3275|1371|
3278|5426|
3283|10493|
3287|7601|
3291|3401|
3293|4187|
3296|8894|
3301|6666|
3305|9892|
3310|10285|
3314|6403|
3318|9442|
3321|2593|
3322|11158|
3323|5706|
3326|6692|
3331|3452|
3333|4476|
3335|3457|
3338|4274|
3343|9378|
3344|2403|
3346|443|
3349|8637|
3351|4078|
3355|1618|
3359|524|
3361|6791|
3363|8321|
3368|1996|
3371|5536|
3373|4631|
3374|8274|
3375|7570|
3380|4041|
3383|8621|
3385|2608|
3389|4881|
3391|10312|
3396|10549|
3398|6065|
3399|2405|
3404|2349|
3409|8593|
3412|2414|
3416|10138|
3419|2603|
3424|7051|
3427|3109|
3432|4792|
3437|6583|
3442|6218|
3444|7258|
3445|10941|
3449|6218|
3453|3562|
3454|8544|
3456|1367|
3461|10380|
3466|2869|
3471|8651|
3473|2764|
3474|6962|
3476|6122|
3479|3091|
