2|1174|9964|6133|10050|3590|
5|890|5085|8610|11627|3419|
7|1789|5583|7831|13352|3528|
11|3298|11254|7290|12578|3399|
16|2615|8188|6155|14011|3301|
20|1756|10727|5943|10452|3537|
21|4110|4712|6982|11587|3630|
25|112|9892|7140|10247|3605|
26|3201|3232|5543|11281|3582|
29|3567|9567|4424|9872|3511|
32|1579|5889|4246|13264|3284|
35|353|11087|4329|13561|3264|
38|4477|5841|4767|10777|3381|
41|3446|3548|4104|11861|3608|
43|3135|410|5462|10399|3414|
47|3413|9096|6958|13102|3560|
48|4169|4778|8195|11619|3430|
49|2625|7728|4721|10455|3488|
54|4318|8321|6018|9841|3342|
55|1891|9925|4484|10483|3442|
59|4300|5091|7535|10963|3354|
60|2840|6388|7473|11654|3686|
63|744|7510|5324|11136|3632|
66|2120|3202|8477|13784|3740|
68|4639|3146|6730|12461|3514|
73|143|1866|6576|10019|3595|
77|2620|11313|8097|12196|3703|
81|2764|1042|4853|9713|3491|
83|3283|1903|6662|12634|3717|
87|927|8362|4305|9555|3711|
92|2913|3418|4543|9740|3627|
95|338|10281|6419|13448|3573|
97|4609|7788|4610|12384|3593|
101|3606|10247|7075|13997|3603|
106|3829|4411|5269|10886|3386|
109|4058|11206|6905|13981|3517|
113|1696|9664|7308|10699|3294|
115|1051|10055|4604|12494|3607|
120|1091|8362|8503|12827|3664|
124|105|10258|8316|9523|3635|
127|3150|8002|4187|9807|3477|
130|1610|5720|7746|13914|3646|
131|552|4735|6015|12045|3315|
132|3976|4263|8278|10759|3399|
133|3796|3829|6721|13311|3604|
134|3776|10344|4594|13359|3568|
137|2833|10270|8081|11065|3742|
141|472|6511|8042|13808|3389|
143|3344|1255|8282|10263|3498|
146|166|4572|8545|9951|3294|
151|2400|408|7711|11322|3327|
152|4632|8331|8129|9678|3586|
153|805|47|6598|13240|3446|
155|4058|10094|6708|11222|3285|
160|4423|2039|6698|12665|3676|
162|2740|9551|8897|10551|3712|
163|4517|2676|4200|10965|3607|
165|1217|3550|8930|10853|3474|
170|1324|10483|6695|11939|3743|
171|2903|5519|5540|10077|3680|
175|3394|1493|4548|10138|3602|
178|3888|1783|6057|13555|3609|
180|186|2582|4317|13017|3559|
183|455|726|7264|12383|3750|
188|2072|662|8537|11744|3405|
191|1736|10625|7675|10021|3741|
193|762|7814|5499|13786|3302|
198|744|9234|5893|9582|3351|
199|155|10765|4280|10894|3594|
200|4663|10499|6301|11980|3482|
201|3926|7943|4591|12334|3623|
206|4138|4172|8186|10751|3255|
210|1253|5285|8959|11988|3634|
215|2731|5068|4574|10771|3651|
217|1802|2090|8611|12532|3513|
220|459|9567|7908|9488|3530|
222|2580|2534|6693|10181|3689|
224|3400|9552|7137|11469|3446|
227|2503|10434|5030|13411|3413|
230|2361|9983|6945|10835|3293|
232|1620|10033|5354|9791|3470|
235|2820|2911|5762|9723|3287|
237|4421|9001|5627|10771|3548|
239|3260|1491|4097|13142|3521|
242|2655|4383|6261|13501|3298|
246|3937|3942|6009|10697|3385|
250|1640|2177|4894|11750|3655|
255|4590|4656|5362|10491|3638|
259|285|5486|7665|13496|3261|
260|775|5149|8327|11779|3688|
261|1847|8837|7949|13519|3442|
264|1964|3599|6764|13745|3616|
266|1107|5872|7616|10402|3541|
270|3830|4476|7538|12005|3283|
273|1095|7953|7527|13278|3734|
276|2915|757|8313|12513|3677|
280|4537|7992|8577|11340|3466|
282|1147|1017|6232|13756|3618|
285|769|9299|6195|10350|3551|
288|233|7073|7567|13891|3483|
289|3556|8427|4476|10677|3702|
294|4271|1099|4357|12598|3594|
295|3567|672|5343|11080|3269|
297|2006|3167|8528|10371|3485|
302|2445|4842|4598|10297|3507|
307|2000|5448|8247|11297|3724|
312|3115|638|5708|10470|3303|
314|1099|98|7229|13490|3526|
315|3501|9668|8096|10308|3429|
318|1826|8472|4734|11036|3530|
319|4022|872|6879|13050|3299|
324|4531|4599|8649|11095|3623|
328|1269|7733|5019|11216|3354|
329|3054|9701|6927|13830|3317|
332|886|9681|5077|10440|3267|
335|3474|2955|4386|10200|3531|
339|2134|1080|6902|11909|3277|
341|717|6351|4298|10859|3489|
345|1620|3760|5081|11714|3489|
349|4403|6027|5380|11437|3385|
350|1264|2604|8639|10690|3645|
355|3254|7616|5987|13524|3749|
356|2856|6148|4743|11856|3655|
361|76|4818|8311|11830|3297|
362|2841|2297|8915|13674|3414|
365|3242|6393|8381|14044|3741|
366|2434|988|6448|10306|3431|
367|455|8740|4752|13895|3326|
368|4234|3437|5124|12247|3523|
369|2247|6944|4299|11041|3569|
371|2718|10956|6068|11030|3707|
376|2567|5319|4826|11484|3351|
379|4063|5359|5742|9996|3753|
381|1009|10693|8135|10285|3462|
383|632|9963|7387|9755|3642|
387|2915|999|5718|12683|3512|
388|3394|4432|6179|12118|3298|
389|595|9595|8090|12060|3565|
393|629|3249|5437|11094|3653|
396|4183|2048|4127|10723|3537|
398|2746|11348|6746|9699|3481|
401|4581|9291|5524|9773|3634|
406|4594|9253|5030|10272|3454|
409|48|9269|8187|12964|3300|
412|3855|5715|6117|10718|3641|
415|2471|5711|4697|12345|3311|
419|3845|4296|6281|11964|3258|
423|3733|8477|6514|12986|3742|
427|3510|2891|7748|12844|3438|
428|4100|1713|5552|11338|3359|
430|1228|7201|4726|9629|3583|
432|997|1563|5031|13658|3641|
433|1882|8833|8640|9929|3505|
435|2134|2672|5489|13037|3485|
436|4178|10817|8197|13639|3608|
439|389|9990|8245|12506|3644|
442|4392|10328|6609|13601|3387|
446|1669|4353|7592|13978|3632|
449|4465|1972|8639|9878|3312|
454|3601|9108|5690|12061|3695|
458|2495|7079|6056|10059|3520|
460|682|5533|4436|12596|3589|
463|1326|4070|7475|11359|3508|
466|3997|2869|6655|13323|3686|
468|1491|1350|5933|12443|3633|
473|2691|10168|8811|10788|3329|
476|3111|9284|8110|10317|3609|
479|3503|2739|6293|13537|3401|
480|995|10131|6761|11716|3717|
483|263|1315|6122|10586|3758|
484|2373|10669|7203|10650|3459|
488|3394|2269|8555|13317|3342|
489|3146|6845|8526|10495|3529|
494|4067|10542|5017|13720|3651|
498|1024|6480|6731|12000|3633|
499|989|3122|5405|10990|3570|
500|563|7870|5644|10028|3422|
505|3311|7109|6355|13993|3508|
506|1441|4830|6930|12356|3394|
507|1324|7804|7231|11573|3591|
508|2168|6419|6610|13524|3294|
510|2750|11370|6263|9901|3751|
512|1420|1230|7325|12980|3706|
515|1935|10260|5624|11694|3454|
518|3207|943|7507|11051|3285|
522|3901|107|5623|12576|3581|
527|1882|9181|5289|9789|3531|
531|2948|8438|5654|12945|3740|
534|1304|3258|7587|11877|3611|
539|3379|2355|6021|12367|3314|
543|1151|4223|7696|13821|3451|
547|1000|6304|8400|10584|3493|
550|2311|1614|6760|10642|3655|
555|4055|4936|8806|12775|3312|
556|946|4436|7299|11484|3520|
558|818|5555|5891|10670|3446|
563|3896|6653|5722|10961|3502|
565|1428|1125|4622|9768|3620|
568|4221|5249|4106|10899|3269|
570|4092|4731|7054|11545|3616|
574|1296|10825|4873|10695|3466|
575|4202|8194|7157|9968|3479|
577|2471|5091|7282|13764|3619|
582|1551|2351|8180|12156|3412|
583|1043|6865|4591|10507|3733|
584|2279|2462|8869|13721|3290|
587|3937|1118|8404|13939|3529|
588|4655|1844|7776|13276|3399|
590|4550|7900|8338|10614|3312|
592|4183|1619|5836|13461|3502|
596|2849|8772|8882|13925|3336|
599|2886|1720|7586|10259|3456|
602|3|2732|7978|10017|3307|
606|4409|4893|5012|11497|3694|
608|2263|5166|8556|10214|3446|
612|2791|9956|6015|12602|3635|
614|3091|2891|8795|9765|3611|
615|2559|4599|7971|14007|3267|
618|4398|6132|7865|10557|3267|
623|326|7534|5217|10160|3298|
628|2851|10151|6554|9813|3303|
633|1248|4469|6541|9842|3592|
635|4190|2385|6595|11740|3669|
639|3583|6760|7138|12968|3363|
644|4506|8208|6742|9684|3748|
649|3863|402|5495|11136|3282|
652|1189|10889|5981|9941|3411|
656|983|9664|7921|11902|3612|
660|595|1453|5294|13865|3718|
662|3272|6760|6265|9634|3254|
665|4199|6661|4394|13395|3649|
666|1566|7183|5663|12003|3344|
669|1487|10085|6608|11366|3294|
672|2925|1813|8597|13807|3685|
673|1802|776|5767|10160|3691|
678|470|8052|5347|9626|3758|
679|678|8637|6685|11383|3741|
680|420|7781|7954|12301|3322|
682|913|4446|5445|10716|3592|
687|2134|6472|4058|9724|3353|
689|2846|5160|5292|11143|3511|
694|3073|9359|8293|14044|3440|
695|2057|667|6775|13402|3455|
698|3340|9467|8911|11064|3464|
701|3552|10655|6503|10682|3502|
705|3579|3585|4395|12762|3679|
706|3871|11046|5709|11469|3696|
710|3486|6282|6495|12114|3348|
714|1531|408|8436|10509|3412|
717|3174|5321|6385|13207|3479|
721|15|5008|5574|11836|3441|
724|4521|10992|5456|11475|3506|
728|2019|4136|8343|13478|3471|
731|552|4326|6128|13262|3267|
736|3564|168|7924|12327|3509|
741|770|8421|7025|12889|3439|
743|3349|3783|6070|10265|3387|
744|2352|3241|6042|13209|3704|
746|4187|9796|8896|13421|3633|
751|2860|1107|5387|13659|3584|
755|3781|10817|7931|11819|3526|
757|1877|1607|5406|13720|3522|
758|946|10797|8894|14027|3726|
761|3725|3051|5210|11956|3323|
765|3384|8567|8740|10608|3732|
770|3846|9407|8719|13919|3731|
775|615|2997|5870|9779|3559|
780|4475|2632|6135|10757|3695|
782|2646|7647|4162|10754|3554|
783|3122|2351|7797|12950|3663|
786|3270|9006|6143|11320|3459|
788|1269|4830|6915|9907|3645|
792|288|7628|7904|9586|3507|
794|3126|5833|5733|11099|3302|
798|3520|2916|4473|13822|3275|
803|762|4658|4434|13554|3710|
805|1568|7618|7242|13339|3740|
808|4679|11314|5138|13851|3729|
810|340|11044|6055|12414|3323|
812|459|7476|8367|13836|3676|
817|605|8427|6532|13418|3361|
820|3249|5012|5091|11722|3537|
821|2965|1415|8466|12571|3550|
826|2476|7693|5723|11372|3457|
827|3631|2145|7965|13215|3525|
829|285|9502|5909|11172|3468|
834|4153|2470|7181|10335|3677|
835|4524|6733|4558|13233|3286|
837|3883|7316|6940|10160|3453|
838|2263|3351|8766|12758|3716|
843|3893|5858|4827|11406|3379|
844|499|3823|4245|13572|3576|
845|3693|6329|7371|13033|3435|
847|124|1890|4851|9975|3326|
851|770|9320|8245|12451|3714|
855|861|270|5451|11974|3359|
860|2019|1331|8550|12717|3620|
862|4161|3402|5182|10032|3485|
867|591|8649|8007|13480|3475|
870|451|3952|8536|10287|3752|
874|4027|8785|6683|11473|3352|
879|4199|2497|4864|9532|3406|
881|682|6511|4553|12874|3544|
882|4233|7201|8334|12444|3261|
886|356|4570|4127|11989|3675|
890|3817|10594|6478|9817|3417|
894|682|3548|7959|11461|3559|
895|3883|9875|8441|10745|3712|
896|3136|10983|5371|9477|3310|
899|4092|1787|8943|11653|3399|
904|1799|1926|5982|10612|3674|
906|2571|2618|5466|10973|3736|
910|825|9716|5210|9914|3268|
915|2428|3517|8231|9752|3508|
916|2730|277|6990|11359|3379|
917|4138|914|6283|9549|3395|
921|3491|7712|5503|13217|3318|
923|2491|6382|6657|9910|3365|
927|3642|3040|7928|13257|3562|
930|3264|6940|6133|13402|3296|
933|425|4718|6422|9803|3652|
938|343|6812|6317|10513|3418|
940|734|2811|6765|9612|3539|
943|2636|4254|8952|11345|3419|
947|3205|951|8236|10133|3701|
949|1522|5250|7806|13755|3509|
951|1186|269|8206|9606|3704|
953|3560|2705|5873|11077|3356|
958|1142|5588|5394|9928|3584|
962|4532|6683|4140|10806|3297|
967|3612|10633|7332|11640|3297|
968|4338|10996|7837|9978|3612|
972|3851|7065|8769|11460|3669|
973|3642|6917|7951|12954|3710|
975|3210|1747|8635|11090|3483|
980|1710|3800|6474|12207|3262|
985|723|6692|6631|9793|3400|
986|2139|252|7043|10692|3650|
987|717|2482|6198|12659|3535|
992|2981|11263|8952|12211|3500|
993|90|5759|4437|10053|3423|
