5|9093|1422|
8|370|3657|
12|5490|3054|
17|4684|4229|
19|4855|303|
20|1504|2822|
22|5576|2230|
23|10283|2505|
27|5107|901|
32|5190|4063|
36|1995|1182|
39|8544|3560|
44|10848|2101|
49|2128|1039|
52|5222|479|
57|11289|3982|
59|3875|4088|
63|11174|1095|
67|6166|3591|
71|6624|395|
74|2332|1009|
78|8320|1866|
80|2349|3133|
85|5099|3714|
88|1485|1182|
92|9434|1139|
93|6835|2871|
94|10674|3926|
97|6816|1022|
101|5248|2120|
106|7730|3411|
107|8576|2902|
109|5443|103|
110|6537|2530|
113|1677|880|
117|3467|2454|
122|7650|4531|
127|1392|3946|
131|7589|23|
133|9393|3969|
137|1236|2357|
139|10008|3242|
142|2343|1730|
147|9595|2601|
150|3202|1358|
153|1315|4085|
157|10164|689|
160|7581|161|
163|7909|3394|
164|9963|3770|
166|1154|4588|
170|10733|4581|
174|2579|4611|
176|1025|3112|
180|6870|1359|
185|3872|2420|
189|10903|3829|
191|2462|4387|
193|449|731|
197|10781|499|
201|6304|4345|
203|11275|706|
205|1961|2346|
209|8812|1977|
214|443|1581|
217|2917|1149|
218|8656|3223|
222|4343|1133|
225|3473|4001|
226|9750|3283|
229|4470|2023|
230|3526|231|
232|10385|2072|
236|5510|736|
238|1763|711|
240|11221|7|
241|8143|979|
244|1740|4548|
245|6051|1287|
247|5255|2610|
249|4326|4583|
253|1752|1940|
258|9969|933|
262|11118|3567|
263|2550|4572|
268|6861|3211|
271|5475|3198|
273|5432|2788|
278|9647|2810|
282|4815|223|
283|1448|2193|
286|9695|983|
290|1844|378|
295|8605|607|
296|7121|3201|
297|5444|3160|
302|3452|2389|
307|286|2677|
309|6486|4150|
312|2748|3398|
313|2879|4300|
314|5892|1982|
317|10633|143|
319|7023|789|
324|2234|223|
329|331|3637|
332|3880|1227|
335|10528|526|
337|5999|2746|
338|10450|1625|
340|6408|3431|
343|7258|2941|
346|8688|1452|
350|10587|1953|
354|3751|1893|
356|9847|3601|
361|4215|3647|
362|1159|1577|
364|11196|3461|
368|10380|1593|
373|8523|4379|
377|5819|133|
380|10599|4141|
381|10174|3348|
383|10914|960|
387|1367|951|
388|2385|2710|
391|2471|4463|
392|6928|241|
397|3071|1866|
401|1084|2123|
406|5944|1269|
407|6983|303|
410|8349|632|
413|5593|4285|
415|1874|448|
420|10594|4004|
421|4961|2567|
425|10933|4213|
429|3427|3925|
431|331|1703|
436|5989|356|
437|10621|3042|
441|1481|2410|
442|655|956|
444|914|3583|
447|5041|3965|
449|5645|3132|
451|5568|343|
454|5887|2018|
457|934|4136|
460|4700|1957|
464|10312|955|
467|6954|3271|
471|2200|1483|
475|7310|1794|
480|363|1120|
481|4027|4564|
484|6767|2876|
485|4576|3996|
488|1625|2774|
492|11133|3528|
495|11358|2435|
497|1747|1483|
502|1164|2204|
507|6352|1793|
510|4411|3391|
511|8542|3427|
515|5997|4233|
517|121|2908|
520|2861|3965|
522|9951|4300|
527|7632|2392|
532|4187|3136|
537|5635|497|
