2|598|2559|5229|12206|
4|2574|1509|5260|9986|
6|8984|3452|7814|5351|
7|7594|8614|6614|6175|
12|6297|10551|7782|14363|
15|5700|7209|6058|7127|
20|10502|5149|5846|6690|
25|1146|667|6523|11924|
30|4183|5391|8041|13257|
31|4833|7921|5142|10711|
33|10952|6168|7969|10838|
36|1950|1987|5719|12407|
39|3769|11304|6603|7677|
43|3602|4855|5567|10751|
48|3343|1203|7408|5709|
52|1058|5842|5958|10056|
54|396|3936|5733|5792|
58|7381|3517|7890|11639|
63|5719|1874|6277|6596|
67|8645|10875|6589|10201|
71|9744|10411|6262|7061|
74|11221|8244|7594|8570|
78|3130|8745|7821|5808|
79|6057|7943|8050|13510|
81|4335|1392|6496|6559|
84|6203|6289|6102|13909|
89|5023|5206|6912|11973|
92|8923|9713|6295|12959|
96|5421|2925|6579|11781|
97|4605|2605|7020|7373|
101|7231|6530|5340|8673|
104|10285|10862|7278|7262|
105|5750|3122|6450|10955|
108|4250|2539|7601|9024|
109|7139|7164|8034|13490|
111|2104|9229|6869|13100|
113|5704|62|5597|7246|
115|1691|2225|5188|8062|
120|3372|9442|5543|13369|
125|4198|6533|6677|8763|
129|6182|8004|8064|13541|
134|8740|8265|5337|7039|
138|5750|8661|6705|7676|
143|2896|8970|6570|6195|
145|3082|6953|5430|5245|
150|7152|7201|6181|6669|
153|1992|3852|5404|9383|
157|3413|8057|5922|8383|
160|3639|2879|6169|12454|
165|7214|8659|6096|9200|
167|10209|7742|6274|12674|
168|11357|6273|6371|5091|
170|6595|1352|5778|9624|
172|5007|9923|7656|12091|
173|1515|314|5925|5165|
177|6645|1430|6211|7055|
178|1909|7327|5543|12863|
180|3908|5419|5482|5313|
185|5621|3814|6987|9979|
190|3840|3289|7915|8032|
193|4866|5915|7720|9014|
198|7361|10493|7521|6101|
200|6653|1699|6433|7376|
203|8215|10565|6696|13673|
207|2550|8399|5670|10130|
212|1280|9867|7684|12062|
213|1568|1874|5346|6446|
218|456|501|6815|10029|
219|1328|3301|7626|10070|
221|9133|10378|5502|10275|
224|3017|5107|6998|5891|
225|9935|8253|7841|8307|
229|9735|5181|7044|9874|
231|7032|4050|6270|10857|
236|5586|7264|5672|6148|
237|5920|8223|5332|5637|
240|4464|8331|5421|13992|
244|2276|8771|5979|12266|
245|11|11282|5525|8957|
246|11060|2355|6062|9160|
250|10179|1736|7229|13274|
254|1894|5580|5407|5554|
259|4322|6844|8030|6835|
262|7819|10214|7279|10219|
263|7728|1755|5765|10737|
265|10856|11060|7953|12479|
267|7068|1634|7846|8216|
272|8705|6652|7565|14172|
276|2814|473|7170|14331|
277|6152|1743|5249|7978|
278|10320|2691|7244|11078|
283|49|6002|7081|13128|
286|1481|10153|7286|6055|
289|516|8799|5840|5174|
291|5941|11313|7713|10760|
293|5699|1195|7273|10225|
294|2026|6030|5164|6637|
298|6772|8498|5347|9024|
300|7804|7664|7864|5837|
301|10720|2200|5563|5914|
305|9740|3495|6768|14370|
306|9221|6572|7070|10945|
309|3427|7373|7044|8371|
314|3359|7939|6873|14263|
318|9626|3539|5465|10316|
319|2534|1822|5415|10784|
321|5111|8604|6803|14324|
326|560|10849|7799|8820|
331|5953|9161|7305|13984|
333|2388|5017|5665|10023|
334|942|10603|8004|13846|
339|3605|3202|7937|10382|
342|323|5960|5499|14165|
346|8347|9527|5176|13318|
347|8980|7650|6491|11812|
351|7350|10838|7519|9888|
355|6419|650|7757|7137|
359|5204|7362|6033|10244|
364|3534|5975|6576|14481|
368|2368|4223|6977|12505|
372|3428|7670|6092|10437|
375|2177|3814|5973|7795|
378|8745|8057|6257|10343|
380|11146|884|5949|9780|
383|5953|5419|6178|11050|
385|5720|577|5169|10072|
386|4055|6889|7049|13370|
389|9249|6266|7458|10632|
392|5606|8964|7337|12380|
395|9096|1159|6616|12183|
397|4187|5114|6748|8850|
398|9837|9452|6714|11917|
401|2459|5108|7772|11988|
406|9269|2869|5205|10451|
407|1991|10716|7171|6429|
408|4585|8772|7341|6340|
411|6433|2574|8056|14123|
413|8451|2692|7057|13577|
417|486|3389|7890|7056|
418|10884|10173|6639|8376|
421|1493|11389|6935|13170|
426|1963|4334|7698|14391|
429|3041|8143|6594|14049|
432|7393|2909|5238|7046|
433|5463|3197|7376|5233|
436|5421|923|6525|9103|
438|5762|1198|6404|11819|
443|6161|8794|5346|9630|
445|6640|1067|6828|7819|
446|4815|3542|7193|11697|
451|2390|5275|5614|8359|
455|1948|10502|7640|6331|
456|8938|5795|6116|6791|
460|4930|8785|7201|11423|
463|3605|7480|7946|13701|
466|9630|11198|7364|13273|
469|7381|8380|6457|12188|
470|1125|3921|6671|9544|
473|11204|2465|6740|5770|
478|478|5367|5751|6109|
479|8980|4968|5462|13773|
481|7226|1825|6116|9998|
486|5077|8423|6491|13175|
488|359|6983|5703|9489|
489|6983|8868|6435|9044|
491|3003|9729|6153|11939|
493|7886|3803|7757|13457|
494|6008|8528|6631|7927|
495|7265|1730|6698|7405|
499|1974|9144|5549|9937|
504|11327|8882|5139|5862|
506|6134|8637|6072|7585|
508|3446|11313|6535|9427|
511|9751|3811|7819|11201|
512|11394|7311|5589|11075|
516|7683|516|6549|12982|
520|783|382|7574|14084|
522|6108|9369|5978|12687|
523|1822|602|6288|11855|
524|4486|4274|6544|6851|
526|8462|3167|6609|11511|
529|2372|9160|7153|9588|
530|7359|10809|5956|9980|
532|5073|7563|5953|7076|
537|1524|1357|5352|11613|
539|8938|3953|7841|11736|
543|11114|980|6529|13553|
548|1021|6904|7208|10169|
